Case ID;CSAT Rated Group Name;Group Name History;RESOLUTION GROUPS;RESOLUTION GROUPS BUCKETS;RESOLUTION TIME (Days);RESOLVED IN SLA;ISSUE CLASSIFICATION;FIRST TOUCH RESOLUTION;CSAT Rating Received;CLASSIFICATION;Start of Month
5008W000010QUMxQAO;BR Support T1;BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review - Global Markets,BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review - Global Markets,SMB Ops Support T2,BR Support T1,BR Support T1,BR Support T1;14;D: 3+ GROUPS;36,4;0;Payments :: Availability;0;2;DETRACTOR;1/3/2023 00:00
5008W000015X0WoQAK;BR Support T1;BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review - Global Markets,BR Support T1,Escalation Review - Global Markets,Product Support SDC,BR Support T1,BR Support T1,BR Support T1;11;D: 3+ GROUPS;23,9;0;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/6/2023 00:00
5008W000011BeUJQA0;BR Support T1;BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review - Global Markets,LATAM Support T2,BR Support T1,BR Support T1;8;D: 3+ GROUPS;10,3;0;Account Onboarding :: Entity and Identity Data;0;1;DETRACTOR;1/2/2023 00:00
5008W000019s2d8QAA;BR Support T1;BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review - Global Markets,Product Support SDC,BR Support T1,BR Support T1,BR Support T1,Escalation Review - Global Markets,Product Support SDC,BR Support T1,Escalation Review - Global Markets,Product Support SDC,BR Support T1,BR Support T1,BR Support T1;17;D: 3+ GROUPS;20,6;0;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/8/2023 00:00
5008W000013R25MQAS;BR Support T1;BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review - Global Markets,SMB Ops Support T2,BR Support T1,BR Support T1,BR Support T1;9;D: 3+ GROUPS;15,3;0;Payments :: Availability;0;3;DETRACTOR;1/4/2023 00:00
5008W0000191XJRQA2;BR Support T1;BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review - Global Markets,SMB Ops Support T2,BR Support T1,BR Support T1,BR Support T1;9;D: 3+ GROUPS;13,0;0;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/8/2023 00:00
5008W000013Q3wOQAS;BR Support T1;BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review,BR Support T1;6;D: 3+ GROUPS;6,1;0;Financial Reports :: Balance Report;0;4;PROMOTER;1/3/2023 00:00
5008W00001CpyINQAZ;BR Support T1;BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review,BR Support T1,BR Support T1;7;D: 3+ GROUPS;1,8;1;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/9/2023 00:00
5008W00001HIaEkQAL;BR Support T1;BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review,BR Support T1,BR Support T1;7;D: 3+ GROUPS;6,0;0;Connect Accounts :: Account Capabilities;0;4;PROMOTER;1/1/2024 00:00
5008W00001KHLd8QAH;BR Support T1;BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review,BR Support T1,BR Support T1;7;D: 3+ GROUPS;4,1;0;Connect Accounts :: Onboarding;0;5;PROMOTER;1/4/2024 00:00
5008W00001J50vqQAB;BR Support T1;BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review,BR Support T1,BR Support T1,BR Support T1,BR Support T1;9;D: 3+ GROUPS;5,8;0;Tax Forms :: Platform Issued 1099s;0;5;PROMOTER;1/3/2024 00:00
5008W00001DlfxFQAR;BR Support T1;BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review,BR Support T1,Escalation Review,SMB Ops Support T2,WW Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1;13;D: 3+ GROUPS;8,0;0;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/10/2023 00:00
5008W00001J6jsQQAR;BR Support T1;BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review,PO Support T2,BR Support T1,Escalation Review,Product Support SDC,Escalation Review,Product Support SDC,BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review,BR Support T1,BR Support T1,Escalation Review,Product Support SDC,BR Support T1;21;D: 3+ GROUPS;33,6;0;Billing :: Customer Updates;0;1;DETRACTOR;1/4/2024 00:00
5008W00001HKLbiQAH;BR Support T1;BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review,Product Support SDC,BR Support T1,BR Support T1,BR Support T1,BR Support T1;10;D: 3+ GROUPS;23,0;0;Account Onboarding :: Account Application;0;2;DETRACTOR;1/1/2024 00:00
5008W00001KJWj6QAH;BR Support T1;BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review,Product Support SDC,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1;11;D: 3+ GROUPS;28,5;0;Payouts :: Payout Status;0;5;PROMOTER;1/5/2024 00:00
5008W00001Cp9rHQAR;PT Support T1;BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review,Product Support SDC,PT Support T1,PT Support T1,PT Support T1;9;D: 3+ GROUPS;11,7;0;Payouts :: Debits and Negative Balances;0;5;PROMOTER;1/10/2023 00:00
5008W00001IWxzVQAT;PT Support T1;BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review,Product Support SDC,PT Support T1,PT Support T1,PT Support T1;9;D: 3+ GROUPS;7,8;0;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/2/2024 00:00
5008W00001I1Wj6QAF;BR Support T1;BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review,WW KYC Risk Ops,BR Support T1,BR Support T1,BR Support T1;9;D: 3+ GROUPS;1,6;1;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/2/2024 00:00
5008W00001GdZZlQAN;BR Support T1;BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review,WW Support T1 Services,BR Support T1,Escalation Review,Product Support SDC,ES Support T1,BR Support T1,Escalation Review,BR Support T1,BR Support T1,BR Support T1;15;D: 3+ GROUPS;15,0;0;Financial Reports :: Other;0;5;PROMOTER;1/1/2024 00:00
5008W000015XGy9QAG;BR Support T1;BR Support T1,BR Support T1,BR Support T1,BR Support T1,SMB Ops Support T2 Risk,WW Support T1,BR Support T1,BR Support T1,Escalation Review - Global Markets,SMB Ops Support T2,BR Support T1,BR Support T1,Escalation Review - Global Markets,WW Support T1,BR Support T1,BR Support T1;16;D: 3+ GROUPS;32,9;0;Account Onboarding :: Entity and Identity Data;0;2;DETRACTOR;1/5/2023 00:00
5008W00001EyOVxQAN;BR Support T1;BR Support T1,BR Support T1,BR Support T1,BR Support T1,SMB Ops Support T2,BR Support T1,BR Support T1,BR Support T1;8;D: 3+ GROUPS;2,6;1;Account Onboarding :: Starting on Stripe;0;5;PROMOTER;1/11/2023 00:00
5008W00001KIE4EQAX;BR Support T1;BR Support T1,BR Support T1,BR Support T1,BR Support T1,WW Operations T1 Complaints,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1;18;D: 3+ GROUPS;20,8;0;Account Onboarding :: Entity and Identity Data;0;1;DETRACTOR;1/4/2024 00:00
5008W00000zge4uQAA;ES Support T1;BR Support T1,BR Support T1,BR Support T1,ES Support T1,ES Support T1,ES Support T1,ES Support T1;7;D: 3+ GROUPS;2,5;1;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/1/2023 00:00
5008W000013QTi3QAG;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review - Global Markets,BR Support T1,BR Support T1,BR Support T1,BR Support T1;8;D: 3+ GROUPS;10,7;0;Payouts :: Payout Status;0;4;PROMOTER;1/3/2023 00:00
5008W00000z35JZQAY;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review - Global Markets,BR Support T1,Escalation Review - Global Markets,LATAM Support T2,BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review - Global Markets,LATAM Support T2,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1;22;D: 3+ GROUPS;20,3;0;Financial Reports :: Balance Report;0;5;PROMOTER;1/1/2023 00:00
5008W000010O7S6QAK;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review - Global Markets,LATAM Support T2,BR Support T1,BR Support T1,BR Support T1;8;D: 3+ GROUPS;3,2;0;Account General :: Other;0;5;PROMOTER;1/1/2023 00:00
5008W00001AxHzwQAF;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review - Global Markets,WW Support Helm Elevated,Product Support SDC,WW Support Helm Elevated,BR Support T1,BR Support T1,BR Support T1;10;D: 3+ GROUPS;5,0;0;Payouts :: Debits and Negative Balances;0;5;PROMOTER;1/8/2023 00:00
5008W00001AyoqeQAB;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,BR Support T1,BR Support T1;6;D: 3+ GROUPS;4,1;0;Payments :: Refund;0;1;DETRACTOR;1/9/2023 00:00
5008W00001HymqVQAR;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,BR Support T1,BR Support T1,BR Operations T1/Ombudsman,BR Support T1,BR Support T1,BR Support T1;10;D: 3+ GROUPS;8,8;0;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/2/2024 00:00
5008W00001DmHY8QAN;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,BR Support T1,BR Support T1,BR Operations T1/Ombudsman,BR Support T1,Escalation Review,Product Support SDC,BR Support T1,Escalation Review,BR Support T1,Escalation Review,WW Support T1,BR Support T1,BR Support T1,Escalation Review,Product Support SDC,BR Support T1,BR Support T1,Escalation Review,Product Support SDC,BR Support T1,BR Support T1,BR Support T1;26;D: 3+ GROUPS;16,6;0;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/10/2023 00:00
5008W00001EunSwQAJ;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,BR Support T1,BR Support T1,BR Support T1,BR Support T1;8;D: 3+ GROUPS;6,9;0;Stripe Identity :: ;0;2;DETRACTOR;1/11/2023 00:00
5008W00001HJFbUQAX;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1;9;D: 3+ GROUPS;5,0;0;Payments :: Settlement / Funds Availability;0;3;DETRACTOR;1/1/2024 00:00
5008W00001JmGcFQAV;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1;10;D: 3+ GROUPS;5,9;0;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/4/2024 00:00
5008W00001J53CJQAZ;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,BR Support T1,BR Support T1,Escalation Review,BR Support T1,BR Support T1;9;D: 3+ GROUPS;1,6;1;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/3/2024 00:00
5008W00001JiizlQAB;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,BR Support T1,Escalation Review,BR Support T1,BR Operations T1/Ombudsman,BR Support T1,BR Support T1;10;D: 3+ GROUPS;8,2;0;Other :: Other;0;1;DETRACTOR;1/3/2024 00:00
5008W00001FbZAdQAN;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,BR Support T1,Escalation Review,BR Support T1,BR Support T1,BR Support T1;9;D: 3+ GROUPS;11,4;0;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/11/2023 00:00
5008W00001GcVMIQA3;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,BR Support T1,Escalation Review,BR Support T1,BR Support T1,BR Support T1;9;D: 3+ GROUPS;5,0;0;Billing :: Customer Updates;0;4;PROMOTER;1/12/2023 00:00
5008W00001IYb6SQAT;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,BR Support T1,Escalation Review,Product Support SDC,BR Support T1,BR Support T1,BR Support T1;10;D: 3+ GROUPS;27,9;0;Billing :: Customer Updates;0;4;PROMOTER;1/3/2024 00:00
5008W00001G4noHQAR;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,BR Support T1,Escalation Review,Product Support SDC,BR Support T1,SMB Ops Support T2,BR Support T1,BR Support T1,SMB Ops Support T2,BR Support T1,BR Support T1;14;D: 3+ GROUPS;54,3;0;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/1/2024 00:00
5008W000014REBPQA4;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,Escalation Review - Global Markets,BR Support T1,BR Support T1,BR Support T1,Escalation Review,Escalation Review - Global Markets,SMB Ops Support T2,BR Support T1,BR Support T1,BR Support T1;14;D: 3+ GROUPS;29,1;0;Payouts :: Payout Status;0;3;DETRACTOR;1/5/2023 00:00
5008W000013RIuZQAW;PT Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,Escalation Review - Global Markets,PT Support T1,PT Support T1,PT Support T1,PT Support T1,PT Support T1;10;D: 3+ GROUPS;4,9;0;Account Onboarding :: Entity and Identity Data;0;1;DETRACTOR;1/3/2023 00:00
5008W00001EysoYQAR;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,Product Support SDC,BR Support T1,BR Support T1;7;D: 3+ GROUPS;6,0;0;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/11/2023 00:00
5008W00001Gbn6RQAR;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,Product Support SDC,BR Support T1,BR Support T1;7;D: 3+ GROUPS;13,1;0;Account Onboarding :: Entity and Identity Data;0;4;PROMOTER;1/12/2023 00:00
5008W00001GexnxQAB;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,Product Support SDC,BR Support T1,BR Support T1;7;D: 3+ GROUPS;13,9;0;Account Onboarding :: Entity and Identity Data;0;4;PROMOTER;1/1/2024 00:00
5008W00001HzuVrQAJ;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,Product Support SDC,BR Support T1,BR Support T1;7;D: 3+ GROUPS;7,4;0;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/2/2024 00:00
5008W00001Gd6aYQAR;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,Product Support SDC,BR Support T1,BR Support T1,BR Support T1;8;D: 3+ GROUPS;33,9;0;Account Onboarding :: Entity and Identity Data;0;4;PROMOTER;1/2/2024 00:00
5008W00001GeCWOQA3;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,Product Support SDC,BR Support T1,BR Support T1,BR Support T1;8;D: 3+ GROUPS;19,3;0;Account Onboarding :: Entity and Identity Data;0;4;PROMOTER;1/1/2024 00:00
5008W00001GdqrGQAR;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,Product Support SDC,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review,WW KYC Risk Ops,BR Support T1,BR Support T1;14;D: 3+ GROUPS;36,5;0;Account Onboarding :: Entity and Identity Data;0;2;DETRACTOR;1/1/2024 00:00
5008W00001J3WPiQAN;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,Product Support SDC,PO Support T2,BR Support T1,BR Support T1,BR Support T1;9;D: 3+ GROUPS;42,1;0;Payouts :: Payout Status;0;1;DETRACTOR;1/4/2024 00:00
5008W00001C13yEQAR;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,SMB Ops Support T2,BR Support T1,Escalation Review,WW Support T1,BR Support T1,BR Support T1,BR Operations T1/Ombudsman,BR Support T1,Escalation Review,WW Support Helm Elevated,WW Support Helm Elevated,BR Support T1,Escalation Review,WW Support Helm Elevated,SMB Ops Support T2,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review,Product Support SDC,BR Support T1,BR Support T1;28;D: 3+ GROUPS;30,5;0;Payouts :: Debits and Negative Balances;0;2;DETRACTOR;1/10/2023 00:00
5008W00001DngsNQAR;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,WW Support T1 Services,Escalation Review,Product Support SDC,BR Support T1,BR Support T1,Escalation Review,Product Support SDC,BR Support T1,BR Support T1;13;D: 3+ GROUPS;25,1;0;Payments :: Declines and Payment Statuses;0;1;DETRACTOR;1/11/2023 00:00
5008W00001GeOQfQAN;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,WW Support T1,BR Support T1,BR Support T1;7;D: 3+ GROUPS;3,8;0;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/12/2023 00:00
5008W00001I0zRbQAJ;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,WW Support T1,BR Support T1,BR Support T1;7;D: 3+ GROUPS;3,7;0;Payouts :: Debits and Negative Balances;0;5;PROMOTER;1/2/2024 00:00
5008W00001Dp0xbQAB;BR Support T1;BR Support T1,BR Support T1,BR Support T1,Escalation Review,WW Support T1,BR Support T1,BR Support T1,BR Operations T1/Ombudsman,Escalation Review,BR Operations T1/Ombudsman,BR Support T1,Escalation Review,Product Support SDC,BR Support T1,Escalation Review,Product Support SDC,BR Support T1,BR Support T1,Escalation Review,Product Support SDC,BR Support T1,BR Support T1,BR Support T1,BR Support T1;24;D: 3+ GROUPS;43,1;0;Payouts :: Bank Account and Card;0;4;PROMOTER;1/12/2023 00:00
5008W000013PsAYQA0;PT Support T1;BR Support T1,BR Support T1,BR Support T1,PT Support T1;4;D: 3+ GROUPS;5,8;0;Account General :: Third Party Integrations;0;2;DETRACTOR;1/3/2023 00:00
5008W0000125d1WQAQ;PT Support T1;BR Support T1,BR Support T1,BR Support T1,PT Support T1,PT Support T1;5;D: 3+ GROUPS;2,3;1;Payments :: Availability;0;4;PROMOTER;1/3/2023 00:00
5008W00001G5LsAQAV;PT Support T1;BR Support T1,BR Support T1,BR Support T1,PT Support T1,PT Support T1,PT Support T1,PT Support T1,PT Support T1;8;D: 3+ GROUPS;9,3;0;Payouts :: Bank Account and Card;0;5;PROMOTER;1/12/2023 00:00
5008W00001IYBwJQAX;BR Support T1;BR Support T1,BR Support T1,BR Support T1,WW KYC Risk Ops,BR Support T1,BR Support T1,BR Support T1;7;D: 3+ GROUPS;3,8;0;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/2/2024 00:00
5008W00001J5VCpQAN;BR Support T1;BR Support T1,BR Support T1,BR Support T1,WW KYC Risk Ops,WW KYC Risk Ops,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1;22;D: 3+ GROUPS;14,0;0;Account Onboarding :: Entity and Identity Data;0;4;PROMOTER;1/3/2024 00:00
5008W000018zfIrQAI;BR Support T1;BR Support T1,BR Support T1,BR Support T1,WW Risk Card Casher,WW Risk T1 Sanctions,BR Support T1,BR Support T1,APAC Sales T2 Account Pricing,BR Support T1;9;D: 3+ GROUPS;124,1;0;Other :: Other;0;5;PROMOTER;1/7/2023 00:00
5008W00001EvJOFQA3;BR Support T1;BR Support T1,BR Support T1,BR Support T1,WW Risk Underwriting,BR Support T1,BR Support T1;6;D: 3+ GROUPS;3,5;0;Payments :: Availability;0;1;DETRACTOR;1/10/2023 00:00
5008W00001EwFuoQAF;BR Support T1;BR Support T1,BR Support T1,BR Support T1,WW Risk Underwriting,BR Support T1,BR Support T1,BR Support T1,WW Risk Underwriting,WW Risk Underwriting,WW Support T1,BR Support T1,BR Support T1;12;D: 3+ GROUPS;9,0;0;Account Onboarding :: Stripe ToS and Business Suitability;0;5;PROMOTER;1/11/2023 00:00
5008W000013S74IQAS;BR Support T1;BR Support T1,BR Support T1,BR Support T1,WW Risk Underwriting,BR Support T1,BR Support T1,WW Risk Underwriting,BR Support T1,BR Support T1;9;D: 3+ GROUPS;2,1;1;Payouts :: Payout Status;0;5;PROMOTER;1/4/2023 00:00
5008W00001GdhdXQAR;BR Support T1;BR Support T1,BR Support T1,BR Support T1,WW Risk Underwriting,WW Support T1 User Safety,WW Support T1 Risk,BR Support T1,BR Support T1,BR Support T1,Escalation Review,BR Support T1,BR Support T1,Escalation Review,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1;20;D: 3+ GROUPS;36,8;0;Payments :: Other;0;4;PROMOTER;1/1/2024 00:00
5008W00001IYpzCQAT;BR Support T1;BR Support T1,BR Support T1,BR Support T1,WW Support T1 Account Lockout,BR Support T1,BR Support T1,BR Operations T1/Ombudsman,BR Support T1,BR Support T1,BR Support T1;10;D: 3+ GROUPS;6,2;0;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/3/2024 00:00
5008W00001HyU34QAF;BR Support T1;BR Support T1,BR Support T1,BR Support T1,WW Support T1 User Safety,BR Support T1,BR Support T1;6;D: 3+ GROUPS;6,0;0;Account General :: Account Security Concern;0;5;PROMOTER;1/2/2024 00:00
5008W00001J5X8jQAF;BR Support T1;BR Support T1,BR Support T1,ES Support T1,BR Support T1,BR Support T1,BR Support T1;6;D: 3+ GROUPS;2,6;1;Payments :: Declines and Payment Statuses;0;4;PROMOTER;1/3/2024 00:00
5008W00001IZEqZQAX;ES Support T1;BR Support T1,BR Support T1,ES Support T1,ES Support T1,ES Support T1,ES Support T1;6;D: 3+ GROUPS;1,8;1;Payments :: Declines and Payment Statuses;0;4;PROMOTER;1/2/2024 00:00
5008W000018yTqHQAU;BR Support T1;BR Support T1,BR Support T1,Escalation Review - Global Markets,BR Support T1,BR Support T1,BR Support T1;6;D: 3+ GROUPS;10,0;0;Payments :: Authentication;0;1;DETRACTOR;1/7/2023 00:00
5008W000013QLmlQAG;BR Support T1;BR Support T1,BR Support T1,Escalation Review - Global Markets,BR Support T1,BR Support T1,BR Support T1,BR Support T1;7;D: 3+ GROUPS;2,2;1;Account General :: Other;0;5;PROMOTER;1/3/2023 00:00
5008W00001AyAaTQAV;BR Support T1;BR Support T1,BR Support T1,Escalation Review - Global Markets,BR Support T1,BR Support T1,BR Support T1,SMB Ops Support T2,BR Support T1,BR Support T1;9;D: 3+ GROUPS;12,7;0;Account Onboarding :: Entity and Identity Data;0;4;PROMOTER;1/9/2023 00:00
5008W000013PoDJQA0;BR Support T1;BR Support T1,BR Support T1,Escalation Review - Global Markets,BR Support T1,BR Support T1,Escalation Review - Global Markets,SMB Ops Support T2,BR Support T1,BR Support T1,BR Support T1,BR Support T1,Escalation Review - Global Markets,SMB Ops Support T2,BR Support T1,BR Support T1;15;D: 3+ GROUPS;16,9;0;Account General :: End-User Email Notifications;0;5;PROMOTER;1/4/2023 00:00
5008W000019qefAQAQ;BR Support T1;BR Support T1,BR Support T1,Escalation Review - Global Markets,BR Support T1,BR Support T1,SMB Ops Support T2,BR Support T1,BR Support T1,BR Support T1,Escalation Review - Global Markets,Product Support SDC,BR Support T1,BR Support T1,Escalation Review - Global Markets,BR Support T1,BR Support T1,Escalation Review - Global Markets,BR Support T1,BR Support T1,SMB Ops Support T2,BR Support T1,BR Support T1;22;D: 3+ GROUPS;35,4;0;Account Onboarding :: Entity and Identity Data;0;4;PROMOTER;1/9/2023 00:00
5008W00000z3f7VQAQ;BR Support T1;BR Support T1,BR Support T1,Escalation Review - Global Markets,BR Support T1,Escalation Review - Global Markets,LATAM Support T2,BR Support T1,BR Support T1;8;D: 3+ GROUPS;5,2;0;Payouts :: Debits and Negative Balances;0;5;PROMOTER;1/1/2023 00:00
5008W000013RuwcQAC;BR Support T1;BR Support T1,BR Support T1,Escalation Review - Global Markets,BR Support T1,Escalation Review - Global Markets,PO Support T2,BR Support T1,BR Support T1,BR Support T1,BR Support T1;10;D: 3+ GROUPS;7,6;0;Payouts :: Bank Account and Card;0;5;PROMOTER;1/4/2023 00:00
5008W000016s4UqQAI;BR Support T1;BR Support T1,BR Support T1,Escalation Review - Global Markets,Escalation Review - Global Markets,BR Support T1;5;D: 3+ GROUPS;0,1;1;Account Onboarding :: Starting on Stripe;0;5;PROMOTER;1/5/2023 00:00
5008W00000z1wHkQAI;BR Support T1;BR Support T1,BR Support T1,Escalation Review - Global Markets,Escalation Review - Global Markets,BR Support T1,BR Operations T1/Ombudsman,BR Support T1,Product Support SDC,LATAM Support T2,BR Support T1,BR Support T1;11;D: 3+ GROUPS;15,9;0;Payouts :: Debits and Negative Balances;0;5;PROMOTER;1/1/2023 00:00
5008W00000z34uyQAA;BR Support T1;BR Support T1,BR Support T1,Escalation Review - Global Markets,LATAM Support T2,BR Support T1,BR Support T1;6;D: 3+ GROUPS;3,5;0;Payouts :: Payout Status;0;1;DETRACTOR;1/1/2023 00:00
5008W00000z1US5QAM;BR Support T1;BR Support T1,BR Support T1,Escalation Review - Global Markets,LATAM Support T2,BR Support T1,BR Support T1,BR Support T1;7;D: 3+ GROUPS;16,1;0;Payouts :: Bank Account and Card;0;5;PROMOTER;1/1/2023 00:00
5008W00000zf7b1QAA;BR Support T1;BR Support T1,BR Support T1,Escalation Review - Global Markets,LATAM Support T2,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1;9;D: 3+ GROUPS;8,3;0;Payments :: Other;0;1;DETRACTOR;1/1/2023 00:00
5008W000019syEXQAY;BR Support T1;BR Support T1,BR Support T1,Escalation Review - Global Markets,PO Support T2,BR Support T1,BR Support T1;6;D: 3+ GROUPS;6,2;0;Connect Accounts :: Platform Profile;0;5;PROMOTER;1/8/2023 00:00
5008W000019sllaQAA;BR Support T1;BR Support T1,BR Support T1,Escalation Review - Global Markets,PO Support T2,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1;9;D: 3+ GROUPS;14,1;0;Payouts :: Payout Status;0;5;PROMOTER;1/8/2023 00:00
5008W000015hrDJQAY;BR Support T1;BR Support T1,BR Support T1,Escalation Review - Global Markets,PO Support T2,PT Support T1,BR Support T1,BR Support T1;7;D: 3+ GROUPS;11,0;0;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/6/2023 00:00
5008W00001AwETBQA3;PT Support T1;BR Support T1,BR Support T1,Escalation Review - Global Markets,PO Support T2,PT Support T1,PT Support T1;6;D: 3+ GROUPS;9,2;0;Account General :: Other;0;5;PROMOTER;1/8/2023 00:00
5008W000017sa6fQAA;BR Support T1;BR Support T1,BR Support T1,Escalation Review - Global Markets,Product Support SDC,BR Support T1,BR Support T1;6;D: 3+ GROUPS;8,5;0;Payments :: Availability;0;5;PROMOTER;1/6/2023 00:00
5008W000019qKx4QAE;BR Support T1;BR Support T1,BR Support T1,Escalation Review - Global Markets,Product Support SDC,BR Support T1,BR Support T1,Escalation Review,Escalation Review - Global Markets,SMB Ops Support T2,BR Support T1,BR Support T1;11;D: 3+ GROUPS;17,0;0;Account General :: Other;0;5;PROMOTER;1/8/2023 00:00
5008W000018z93EQAQ;BR Support T1;BR Support T1,BR Support T1,Escalation Review - Global Markets,Product Support SDC,PT Support T1,BR Support T1;6;D: 3+ GROUPS;24,8;0;Payments :: Availability;0;1;DETRACTOR;1/8/2023 00:00
5008W000019qDKYQA2;BR Support T1;BR Support T1,BR Support T1,Escalation Review - Global Markets,PT Support T1,BR Support T1,BR Support T1;6;D: 3+ GROUPS;6,9;0;Account General :: Legal Entity Update;0;4;PROMOTER;1/8/2023 00:00
