Case ID;CSAT Rated Group Name;Group Name History;RESOLUTION GROUPS;RESOLUTION GROUPS BUCKETS;RESOLUTION TIME (Days);RESOLVED IN SLA;ISSUE CLASSIFICATION;FIRST TOUCH RESOLUTION;CSAT Rating Received;CLASSIFICATION;Start of Month
5008W00001HxrNHQAZ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,9;1;Billing :: Customer Updates;1;5;PROMOTER;1/1/2024 00:00
5008W00001HxzbnQAB;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;1,0;1;Payouts :: Payout Status;1;1;DETRACTOR;1/1/2024 00:00
5008W00001Hy9vlQAB;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,3;1;Account General :: Unprompted Identity or Entity data update;1;2;DETRACTOR;1/1/2024 00:00
5008W00001HyBN4QAN;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,4;1;Payouts :: Payout Status;1;5;PROMOTER;1/1/2024 00:00
5008W00001HyFXNQA3;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;1,0;1;Invoices :: Invoice object inquiry;1;5;PROMOTER;1/1/2024 00:00
5008W00001HyGcMQAV;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,8;1;Account Onboarding :: Entity and Identity Data;1;5;PROMOTER;1/1/2024 00:00
5008W00001HyihHQAR;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,2;1;Payouts :: Payout Status;0;5;PROMOTER;1/1/2024 00:00
5008W00001HyoKpQAJ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,6;1;Payouts :: Payout Status;1;4;PROMOTER;1/1/2024 00:00
5008W00001HyyFUQAZ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Billing :: Pricing;1;5;PROMOTER;1/1/2024 00:00
5008W00001HyZsHQAV;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,7;1;Payments :: Dispute;1;1;DETRACTOR;1/1/2024 00:00
5008W00001Hyzw5QAB;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Payments :: Refund;1;5;PROMOTER;1/1/2024 00:00
5008W00001Hz1zjQAB;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Invoices :: Update an invoice;1;5;PROMOTER;1/1/2024 00:00
5008W00001Hz6WwQAJ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;1,5;1;Billing :: Subscriptions;0;5;PROMOTER;1/1/2024 00:00
5008W00001HzGDiQAN;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,3;1;Payments :: Dashboard Querying;1;1;DETRACTOR;1/1/2024 00:00
5008W00001HzHHRQA3;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Payments :: Other;1;5;PROMOTER;1/1/2024 00:00
5008W00001HzKuyQAF;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Account Onboarding :: Entity and Identity Data;0;1;DETRACTOR;1/2/2024 00:00
5008W00001HzKZkQAN;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;1,2;1;Account General :: Unprompted Identity or Entity data update;0;4;PROMOTER;1/1/2024 00:00
5008W00001HzOWLQA3;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Account General :: Login;1;5;PROMOTER;1/1/2024 00:00
5008W00001HzYeYQAV;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,3;1;Account Onboarding :: Other;1;5;PROMOTER;1/1/2024 00:00
5008W00001I08HkQAJ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Account Onboarding :: Entity and Identity Data;1;4;PROMOTER;1/1/2024 00:00
5008W00001I0EbPQAV;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,2;1;Account Onboarding :: Stripe ToS and Business Suitability;1;5;PROMOTER;1/2/2024 00:00
5008W00001I0FrfQAF;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Account General :: Unprompted Identity or Entity data update;1;5;PROMOTER;1/1/2024 00:00
5008W00001I0Gk6QAF;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Account Onboarding :: Entity and Identity Data;1;4;PROMOTER;1/2/2024 00:00
5008W00001I0IRGQA3;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Payments :: Availability;1;4;PROMOTER;1/1/2024 00:00
5008W00001I0nFBQAZ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Account Onboarding :: Entity and Identity Data;1;5;PROMOTER;1/2/2024 00:00
5008W00001I0RbNQAV;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,5;1;Payouts :: Payout Status;1;5;PROMOTER;1/2/2024 00:00
5008W00001I0zsPQAR;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,4;1;Account General :: Unprompted Identity or Entity data update;0;4;PROMOTER;1/2/2024 00:00
5008W00001I11chQAB;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;1,3;1;Account Onboarding :: Entity and Identity Data;0;1;DETRACTOR;1/2/2024 00:00
5008W00001I14pPQAR;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,3;1;Account Onboarding :: Account Approval State;1;1;DETRACTOR;1/2/2024 00:00
5008W00001I1by3QAB;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Account General :: Unprompted Identity or Entity data update;1;2;DETRACTOR;1/2/2024 00:00
5008W00001I1ExgQAF;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,3;1;Payouts :: Payout Configuration;1;4;PROMOTER;1/2/2024 00:00
5008W00001IVfaTQAT;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Account General :: User Email Notifications;1;5;PROMOTER;1/2/2024 00:00
5008W00001IVvQ3QAL;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,2;1;Account Onboarding :: Stripe ToS and Business Suitability;1;5;PROMOTER;1/2/2024 00:00
5008W00001IVxwpQAD;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Account Onboarding :: Entity and Identity Data;1;5;PROMOTER;1/2/2024 00:00
5008W00001IW7odQAD;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,3;1;Account General :: API Keys;1;1;DETRACTOR;1/2/2024 00:00
5008W00001IWBWQQA5;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Financial Reports :: Other;0;1;DETRACTOR;1/2/2024 00:00
5008W00001IWd7LQAT;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Account Onboarding :: Entity and Identity Data;0;1;DETRACTOR;1/2/2024 00:00
5008W00001IWddEQAT;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Payments :: Other;0;5;PROMOTER;1/2/2024 00:00
5008W00001IWsWlQAL;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,2;1;Payments :: Other;1;4;PROMOTER;1/2/2024 00:00
5008W00001IWVZoQAP;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Account Onboarding :: Entity and Identity Data;1;5;PROMOTER;1/2/2024 00:00
5008W00001IWxIuQAL;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Payments :: Other;1;5;PROMOTER;1/2/2024 00:00
5008W00001IWzqVQAT;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Account Onboarding :: Account Country Availability;1;5;PROMOTER;1/2/2024 00:00
5008W00001IX8isQAD;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Payouts :: Bank Account and Card;1;1;DETRACTOR;1/2/2024 00:00
5008W00001IX8ncQAD;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,2;1;Account Onboarding :: Other;1;5;PROMOTER;1/2/2024 00:00
5008W00001IXaFNQA1;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Payouts :: Bank Account and Card;1;5;PROMOTER;1/2/2024 00:00
5008W00001IXbxLQAT;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/2/2024 00:00
5008W00001IXeCvQAL;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,9;1;Payouts :: Bank Account and Card;1;5;PROMOTER;1/2/2024 00:00
5008W00001IXFCfQAP;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Payments :: Refund;1;4;PROMOTER;1/2/2024 00:00
5008W00001IXhGmQAL;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,8;1;Account Onboarding :: Entity and Identity Data;1;5;PROMOTER;1/2/2024 00:00
5008W00001IXl4fQAD;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,7;1;Payouts :: Payout Configuration;1;5;PROMOTER;1/2/2024 00:00
5008W00001IXMDpQAP;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,3;1;Account Onboarding :: Entity and Identity Data;1;5;PROMOTER;1/2/2024 00:00
5008W00001IXnnDQAT;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,4;1;Account Onboarding :: Entity and Identity Data;1;2;DETRACTOR;1/3/2024 00:00
5008W00001IXNSzQAP;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Payouts :: Bank Account and Card;1;5;PROMOTER;1/2/2024 00:00
5008W00001IXoI2QAL;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,4;1;Payments :: Availability;1;4;PROMOTER;1/2/2024 00:00
5008W00001IXPKNQA5;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Payments :: Declines and Payment Statuses;0;5;PROMOTER;1/2/2024 00:00
5008W00001IXQxuQAH;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,9;1;Account Onboarding :: Account Country Availability;1;5;PROMOTER;1/2/2024 00:00
5008W00001IXvoBQAT;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Account General :: User Email Notifications;1;2;DETRACTOR;1/2/2024 00:00
5008W00001IXwVRQA1;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Account Onboarding :: Entity and Identity Data;1;5;PROMOTER;1/2/2024 00:00
5008W00001IY3hGQAT;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Account General :: Webhook Configuration;1;3;DETRACTOR;1/2/2024 00:00
5008W00001IYb7ZQAT;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,8;1;Payments :: Authorization and/or Capture;1;5;PROMOTER;1/2/2024 00:00
5008W00001IYcbPQAT;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,8;1;Payouts :: Payout Status;0;5;PROMOTER;1/2/2024 00:00
5008W00001IYeQfQAL;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,7;1;Payments :: Authorization and/or Capture;1;5;PROMOTER;1/2/2024 00:00
5008W00001IYFl6QAH;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,4;1;Account Onboarding :: Entity and Identity Data;1;2;DETRACTOR;1/2/2024 00:00
5008W00001IYHrMQAX;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Payouts :: Payout Configuration;0;5;PROMOTER;1/2/2024 00:00
5008W00001IYhT6QAL;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,5;1;Account Onboarding :: Account Country Availability;1;1;DETRACTOR;1/2/2024 00:00
5008W00001IYJrUQAX;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Account General :: Team Members and Permissions;1;1;DETRACTOR;1/2/2024 00:00
5008W00001IYlpyQAD;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,3;1;Payments :: Availability;1;5;PROMOTER;1/2/2024 00:00
5008W00001IYmmdQAD;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Payouts :: Payout Status;0;5;PROMOTER;1/2/2024 00:00
5008W00001IYnCHQA1;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Payments :: Refund;0;5;PROMOTER;1/2/2024 00:00
5008W00001IYVB1QAP;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,2;1;Payments :: Settlement / Funds Availability;1;5;PROMOTER;1/2/2024 00:00
5008W00001IYWwpQAH;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Payments :: Other;0;5;PROMOTER;1/2/2024 00:00
5008W00001IYXpIQAX;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,9;1;Account General :: Unprompted Identity or Entity data update;0;5;PROMOTER;1/2/2024 00:00
5008W00001IYYIFQA5;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Other :: Other;0;5;PROMOTER;1/2/2024 00:00
5008W00001IYzK8QAL;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Account General :: Other;0;5;PROMOTER;1/2/2024 00:00
5008W00001IZ0OmQAL;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,3;1;Account Onboarding :: Entity and Identity Data;1;3;DETRACTOR;1/2/2024 00:00
5008W00001IZ1UzQAL;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Payments :: Settlement / Funds Availability;0;1;DETRACTOR;1/2/2024 00:00
5008W00001IZAGMQA5;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,7;1;Connect Accounts :: Onboarding;1;5;PROMOTER;1/2/2024 00:00
5008W00001IZFlMQAX;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,8;1;Account General :: Unprompted Identity or Entity data update;1;5;PROMOTER;1/2/2024 00:00
5008W00001IZK51QAH;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,2;1;Account Onboarding :: Entity and Identity Data;1;5;PROMOTER;1/2/2024 00:00
5008W00001IZL6FQAX;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Payments :: Declines and Payment Statuses;1;5;PROMOTER;1/2/2024 00:00
5008W00001J2nJNQAZ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,4;1;Other :: Other;1;1;DETRACTOR;1/2/2024 00:00
5008W00001J2qdgQAB;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Payments :: Onboarding;0;5;PROMOTER;1/2/2024 00:00
5008W00001J2rL3QAJ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Account Onboarding :: Account Approval State;1;5;PROMOTER;1/2/2024 00:00
5008W00001J2rM1QAJ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Payouts :: Payout Configuration;0;5;PROMOTER;1/2/2024 00:00
5008W00001J2sgdQAB;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Account Onboarding :: Entity and Identity Data;1;3;DETRACTOR;1/2/2024 00:00
5008W00001J31TDQAZ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,3;1;Other :: Other;0;5;PROMOTER;1/2/2024 00:00
5008W00001J32PdQAJ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Account Onboarding :: Entity and Identity Data;1;4;PROMOTER;1/2/2024 00:00
5008W00001J346KQAR;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Account Onboarding :: Entity and Identity Data;0;1;DETRACTOR;1/2/2024 00:00
5008W00001J34BNQAZ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Payments :: Declines and Payment Statuses;1;2;DETRACTOR;1/2/2024 00:00
5008W00001J36eqQAB;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Other :: Other;1;1;DETRACTOR;1/3/2024 00:00
5008W00001J3a8jQAB;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,8;1;Payments :: Authentication;1;4;PROMOTER;1/3/2024 00:00
5008W00001J3FclQAF;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Account Onboarding :: Entity and Identity Data;1;4;PROMOTER;1/3/2024 00:00
5008W00001J3FnkQAF;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;End User Queries :: ;1;1;DETRACTOR;1/3/2024 00:00
5008W00001J3ISfQAN;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Account Onboarding :: Entity and Identity Data;1;5;PROMOTER;1/3/2024 00:00
5008W00001J3IuJQAV;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Invoices :: Create link for payment;1;5;PROMOTER;1/3/2024 00:00
5008W00001J3j8OQAR;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;1,2;1;Payments :: Availability;1;4;PROMOTER;1/3/2024 00:00
5008W00001J3Jg8QAF;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Account Onboarding :: Entity and Identity Data;1;3;DETRACTOR;1/3/2024 00:00
5008W00001J3Ji6QAF;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/2/2024 00:00
5008W00001J3k4RQAR;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;1,1;1;Payments :: Refund;1;5;PROMOTER;1/3/2024 00:00
5008W00001J3lqCQAR;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;1,0;1;Financial Reports :: Other;1;4;PROMOTER;1/3/2024 00:00
5008W00001J3ntNQAR;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;1,0;1;Account General :: End-User Email Notifications;1;1;DETRACTOR;1/3/2024 00:00
5008W00001J3s9kQAB;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,9;1;Account Onboarding :: Account Approval State;1;2;DETRACTOR;1/3/2024 00:00
5008W00001J3X8BQAV;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,9;1;Payouts :: Bank Account and Card;1;5;PROMOTER;1/3/2024 00:00
5008W00001J3YghQAF;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,9;1;Account Onboarding :: Entity and Identity Data;1;1;DETRACTOR;1/3/2024 00:00
5008W00001J4AArQAN;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,2;1;Account General :: Login;1;2;DETRACTOR;1/3/2024 00:00
5008W00001J4B2uQAF;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,3;1;Payments :: Refund;1;4;PROMOTER;1/3/2024 00:00
5008W00001J4DiZQAV;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Payments :: Refund;0;5;PROMOTER;1/3/2024 00:00
5008W00001J4DY9QAN;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,2;1;Account General :: Unprompted Identity or Entity data update;1;5;PROMOTER;1/3/2024 00:00
5008W00001J4EknQAF;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,8;1;Payments :: Pricing;0;2;DETRACTOR;1/3/2024 00:00
5008W00001J4F3eQAF;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,8;1;Financial Reports :: Other;0;2;DETRACTOR;1/3/2024 00:00
5008W00001J4HtBQAV;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,7;1;Account General :: End-User Email Notifications;1;5;PROMOTER;1/3/2024 00:00
5008W00001J4i6mQAB;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;1,1;1;Account Onboarding :: Account Approval State;1;1;DETRACTOR;1/3/2024 00:00
5008W00001J4IA7QAN;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,7;1;Billing :: Subscriptions;1;5;PROMOTER;1/3/2024 00:00
5008W00001J4iqBQAR;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Account General :: End-User Email Notifications;1;4;PROMOTER;1/3/2024 00:00
5008W00001J4jOYQAZ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;1,0;1;Payouts :: Bank Account and Card;1;5;PROMOTER;1/3/2024 00:00
5008W00001J4kKKQAZ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;1,3;1;Payments :: Onboarding;0;5;PROMOTER;1/3/2024 00:00
5008W00001J4mOZQAZ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,9;1;End User Queries :: ;1;3;DETRACTOR;1/3/2024 00:00
5008W00001J4oX1QAJ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,9;1;Account Onboarding :: Entity and Identity Data;1;1;DETRACTOR;1/3/2024 00:00
5008W00001J4Q8mQAF;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,3;1;Link :: Payments;1;5;PROMOTER;1/3/2024 00:00
5008W00001J4WbdQAF;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,8;1;Payouts :: Debits and Negative Balances;1;5;PROMOTER;1/3/2024 00:00
5008W00001J4xSpQAJ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;1,0;1;Payouts :: Payout Status;1;1;DETRACTOR;1/3/2024 00:00
5008W00001J4zS4QAJ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/3/2024 00:00
5008W00001J51kQQAR;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Payments :: Availability;0;5;PROMOTER;1/3/2024 00:00
5008W00001J538JQAR;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,9;1;Account Onboarding :: Entity and Identity Data;1;5;PROMOTER;1/3/2024 00:00
5008W00001J54DAQAZ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,4;1;Account General :: Unprompted Identity or Entity data update;1;4;PROMOTER;1/3/2024 00:00
5008W00001J5Bi1QAF;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/3/2024 00:00
5008W00001J5CdmQAF;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;1,0;1;Payouts :: Bank Account and Card;1;1;DETRACTOR;1/3/2024 00:00
5008W00001J5CHuQAN;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Payouts :: Payout Configuration;1;5;PROMOTER;1/3/2024 00:00
5008W00001J5DqeQAF;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;1,0;1;Account General :: Team Members and Permissions;1;5;PROMOTER;1/3/2024 00:00
5008W00001J5E7jQAF;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Connect Fund Flows :: Destination Charges (and OBO);0;5;PROMOTER;1/3/2024 00:00
5008W00001J5endQAB;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;1,1;1;Checkout :: Branding customization;0;3;DETRACTOR;1/3/2024 00:00
5008W00001J5etgQAB;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Payments :: Other;0;5;PROMOTER;1/3/2024 00:00
5008W00001J5FFCQA3;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;1,0;1;Account Onboarding :: Entity and Identity Data;1;1;DETRACTOR;1/3/2024 00:00
5008W00001J5GI4QAN;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;1,0;1;Account Onboarding :: Entity and Identity Data;1;1;DETRACTOR;1/3/2024 00:00
5008W00001J5gv7QAB;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Payments :: Refund;1;5;PROMOTER;1/3/2024 00:00
5008W00001J5N0rQAF;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;1,2;1;Account Onboarding :: Starting on Stripe;1;5;PROMOTER;1/3/2024 00:00
5008W00001J5qyqQAB;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,4;1;Account Onboarding :: Entity and Identity Data;1;5;PROMOTER;1/3/2024 00:00
5008W00001J5rGoQAJ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,2;1;Account Onboarding :: Entity and Identity Data;1;1;DETRACTOR;1/3/2024 00:00
5008W00001J5rxPQAR;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Billing :: Subscriptions;0;1;DETRACTOR;1/3/2024 00:00
5008W00001J5t0CQAR;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,8;1;Payouts :: Payout Reconciliation;1;5;PROMOTER;1/3/2024 00:00
5008W00001J5UqHQAV;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,4;1;Payments :: Pricing;1;5;PROMOTER;1/3/2024 00:00
5008W00001J5vG6QAJ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,8;1;Account General :: Unprompted Identity or Entity data update;1;5;PROMOTER;1/3/2024 00:00
5008W00001J5vSZQAZ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Payouts :: Bank Account and Card;1;5;PROMOTER;1/3/2024 00:00
5008W00001J5WmqQAF;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Financial Reports :: Revenue Recognition;1;5;PROMOTER;1/3/2024 00:00
5008W00001J5WY0QAN;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Account General :: Third Party Integrations;1;4;PROMOTER;1/3/2024 00:00
5008W00001J5ymOQAR;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,8;1;Payouts :: Other;0;1;DETRACTOR;1/3/2024 00:00
5008W00001J66jmQAB;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;2,0;1;Account General :: Unprompted Identity or Entity data update;0;3;DETRACTOR;1/3/2024 00:00
5008W00001J66PDQAZ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;1,0;1;Payments :: Refund;0;1;DETRACTOR;1/3/2024 00:00
5008W00001J67oMQAR;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,0;1;Terminal :: Ordering and Shipping and Returns;0;2;DETRACTOR;1/3/2024 00:00
5008W00001J6826QAB;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,4;1;Account Onboarding :: Entity and Identity Data;1;4;PROMOTER;1/3/2024 00:00
5008W00001J69iPQAR;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,9;1;Billing :: Other;1;5;PROMOTER;1/3/2024 00:00
5008W00001J69LjQAJ;FR Support T1;FR Support T1,FR Support T1;2;B: 2 GROUPS;0,1;1;Payments :: Pricing;1;5;PROMOTER;1/4/2024 00:00
